0_1,0.10912997685219764,-0.0006590373456265102,-0.00020446716656874966
1_1,0.10569480787716456,0.17959051115655067,0.05258909889326018
2_1,0.09953447042036984,0.2946113460352434,0.07394602816936795
3_1,0.09414435808481933,0.05731843939596547,0.017814373334395246
4_1,0.09133993663672534,-0.07117603657678305,-0.010943655827021477
5_1,0.09329324347281936,-0.1426661790065651,-0.03210739707670706
6_1,0.10684180935505297,0.0255533859274075,0.012473584933431002
7_1,0.10777543994716139,0.24844879868272293,0.0619874539531807
8_1,0.09512804277573327,-0.014746649369851442,-0.007777868365872622
9_1,0.10283047997506241,-0.13369050595162602,-0.04044007163135358
10_1,0.12268688547754514,0.16581533248501545,0.04762671381460622
11_1,0.12637543550626942,0.2538468629898221,0.06680987926435408
12_1,0.11497514234417812,0.022346905360182964,0.01548425316255623
13_1,0.10963569577628182,-0.1163038078962563,-0.02081048065811594
14_1,0.12566575078745384,0.02387979224934814,0.020595611299092497
15_1,0.12730632524975213,0.09339926594123155,0.022535965146470466
16_1,0.126027352865933,0.11109670915953018,0.0054594880996630376
17_1,0.12238325729130285,0.10944803520653812,-0.010887316531482944
18_1,0.11515843823530056,0.10796657021548656,-0.03093673956746484
19_1,0.11862367952610582,0.1097052383869175,-0.05336369009479998
20_1,0.18005729407035334,0.0920925824970454,-0.02613527795458794
21_1,0.23395822338942104,0.08858696022195997,-0.016564566353789414
22_1,0.3073827529015418,0.08144827944480805,-0.009235128368434473
23_1,0.3802614429632466,0.08070746452792411,-0.0033849957659503895
24_1,0.43471770069177357,0.08835356885283259,-6.436068935482926e-05
25_1,0.33605334996512126,0.09528351801473597,-0.017386686995512834
26_1,0.24979403425673352,0.09016526589217917,-0.028585198393183384
27_1,0.15402813104391708,0.08778964599111021,-0.03833621889794338
28_1,0.05698660535252745,0.09190614595020381,-0.04401174063520118
29_1,-0.036292036595485924,0.09990851619245586,-0.04909461170055028
30_1,-0.11163707073092885,0.11270341047401738,-0.050628431381812236
